"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL95109";"";"None";"306.37";"0";"4.00";"Table 2, R1C4";"COc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"22.98";"0.42";"3.04";"19.41";"1";"CHEMBL1787614";"Inhibition of aromatase in human placental microsomes assessed as inhibition of aromatization of [1,2,6,7-3H] androstenedione by flow scintillation analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781966";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";""
"CHEMBL67441";"";"None";"304.46";"0";"3.75";"3";"C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43S)C1CCC2=O";"Ks";"'='";"144.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765534";"Binding affinity constant for formation of reversible enzyme-ligand complex with human placental aromatase (PL1)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";""
"CHEMBL457680";"";"None";"340.38";"0";"4.02";"13";"CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"18.80";"0.35";"2.38";"7.35";"0";"CHEMBL949646";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156356";"1";"Scientific Literature";"J Nat Prod";"2001";"None";"";"";""
"CHEMBL458188";"DEMETHYLMORACIN I";"None";"310.35";"0";"4.73";"10";"CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1";"IC50";"'='";"31100.0";"nM";"4.51";"";"";"UO_0000065";"14.52";"0.27";"-0.22";"6.10";"0";"CHEMBL949646";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156356";"1";"Scientific Literature";"J Nat Prod";"2001";"None";"";"";""
"CHEMBL3349856";"";"None";"288.43";"0";"3.88";"24";"C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"25.09";"0.47";"3.36";"19.40";"0";"CHEMBL660323";"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134295";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL27767";"";"None";"202.21";"0";"0.18";"(-)-1a";"Nc1ccc([C@]23C[C@H]2C(=O)NC3=O)cc1";"IC50";"'='";"777000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL645587";"In vitro inhibition of cytochrome P450 19A1 Aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125660";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";""
"CHEMBL1629803";"";"None";"290.45";"0";"3.77";"4";"C[C@]12CC[C@H]3O[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12";"IC50";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"17.86";"0.34";"1.42";"15.83";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL2111917";"";"None";"330.47";"0";"4.45";"18";"CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"18.62";"0.35";"1.70";"14.19";"0";"CHEMBL666789";"Inhibition of aromatase activity in human placental microsomes determined by radiometric assay";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134295";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL351850";"";"None";"392.99";"1";"5.35";"16";"C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCCl)C1CCC2=O";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661698";"In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes";"B";"BAO_0000019";"assay format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129479";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL609332";"";"None";"310.74";"0";"3.22";"32";"N#Cc1ccc(-c2ccc(O)c(Cl)c2)cc1Cn1cncn1";"IC50";"'='";"74.0";"nM";"7.13";"";"";"UO_0000065";"22.95";"0.44";"3.91";"9.54";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";"";"";""
"CHEMBL609333";"";"None";"285.31";"0";"2.74";"36";"N#Cc1ccc(-c2cc(C#N)cc(Cn3cncn3)c2)cc1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"25.53";"0.45";"4.54";"9.30";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";"";"";""
"CHEMBL607855";"";"None";"276.30";"0";"2.57";"47";"N#Cc1cc(Cn2cncn2)ccc1-c1ccc(O)cc1";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"21.85";"0.39";"3.47";"8.08";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";"";"";""
"CHEMBL2282054";"";"None";"500.68";"2";"6.24";"6";"C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3cccc(OCCCn4ccnc4)c3)C[C@@H]12";"Inhibition";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3076966";"Inhibition of aromatase in Homo sapiens (human) placental microsome assessed as tritiated H2O release from [1-beta-3H] androstenedione substrate at 36 uM preincubated with substrate for 5 min prior to enzyme addition measured after 20 min by beta-scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046080";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";""
"CHEMBL2282053";"";"None";"502.70";"2";"6.03";"7";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C/C(=C\c1cccc(OCCCn3ccnc3)c1)[C@@H]2O";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"10.03";"0.19";"-0.99";"7.47";"0";"CHEMBL3076967";"Inhibition of aromatase in Homo sapiens (human) placental microsome assessed as tritiated H2O release from [1-beta-3H] androstenedione substrate preincubated with substrate for 5 min prior to enzyme addition measured after 20 min by beta-scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046080";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";""
"CHEMBL500394";"";"None";"285.35";"1";"5.06";"28";"COc1ccc2cc(-c3cncc4ccccc34)ccc2c1";"Inhibition";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1002232";"Inhibition of human placental CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156596";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL132380";"";"None";"329.48";"0";"4.75";"5";"CCC(CC)(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1";"IC50";"'='";"55000.0";"nM";"4.26";"";"";"UO_0000065";"12.93";"0.24";"-0.49";"10.87";"0";"CHEMBL666798";"Tested for inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128320";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL3415173";"";"None";"312.32";"0";"3.32";"27";"Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3418344";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414516";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL3422040";"";"None";"370.45";"0";"4.60";"40, E/Z mixture (1:1)";"N#CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1";"IC50";"'='";"48.9";"nM";"7.31";"";"";"UO_0000065";"19.73";"0.36";"2.71";"9.22";"0";"CHEMBL3425269";"Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421623";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL3422036";"";"None";"393.91";"1";"5.32";"29b, E/Z mixture (1:1)";"NCCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccc(O)cc2)cc1";"IC50";"'='";"143.0";"nM";"6.84";"";"";"UO_0000065";"17.38";"0.33";"1.52";"12.34";"0";"CHEMBL3425269";"Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421623";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL90585";"";"None";"235.29";"0";"3.29";"1";"O=C1/C(=C/c2ccncc2)CCc2ccccc21";"RP";"'='";"4.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL840579";"Relative potency calculated from the values of IC50 and relative to AG in human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125863";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";""
"CHEMBL1915162";"";"None";"268.32";"0";"1.70";"5c";"C#CCN1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)OC";"Inhibition";"'='";"24.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1918237";"Inhibition of aromatase at 50 uM after 10 mins preincubation by plate reader relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914395";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";""
"CHEMBL109211";"";"None";"310.44";"0";"3.95";"2";"C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21";"IC50";"'='";"275.0";"nM";"6.56";"";"";"UO_0000065";"21.13";"0.39";"2.61";"19.22";"0";"CHEMBL663238";"Inhibition of human placental microsome Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130177";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL403598";"";"None";"240.33";"0";"3.66";"36";"c1ccc(-c2csc(Cn3ccnc3)c2)cc1";"Inhibition";"'='";"72.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1656356";"Inhibition of human placental microsomes CYP19 at 500 nM using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649094";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";""
"CHEMBL287574";"";"None";"202.21";"0";"0.18";"1a";"Nc1ccc(C23CC2C(=O)NC3=O)cc1";"Inhibition potency";"'='";"1.05";"";"";"";"";"";"";"";"";"";"0";"CHEMBL661761";"Inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125660";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";""
"CHEMBL41066";"";"None";"288.39";"0";"3.12";"11";"CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"19.05";"0.36";"2.37";"9.30";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";""
"CHEMBL1629802";"";"None";"288.43";"0";"3.98";"3";"C[C@]12CC[C@H]3O[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"pIC50";"'='";"0.839";"uM";"";"Manually validated";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL2336849";"";"None";"371.36";"0";"4.90";"10m";"COc1ccc2cc(Cn3ccnc3)n(-c3ccc(C(F)(F)F)cc3)c2c1";"Ratio IC50";"'='";"0.6467";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2344742";"Ratio of letrozole IC50 to compound IC50 for human placental microsome aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"3, Femara";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"16.53";"nM";"7.78";"";"";"UO_0000065";"27.27";"0.48";"5.12";"9.94";"0";"CHEMBL2344743";"Inhibition of human placental microsome aromatase after 30 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2336856";"";"None";"291.33";"0";"4.01";"10a";"Fc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1";"IC50";"'='";"9.01";"nM";"8.04";"";"";"UO_0000065";"27.62";"0.50";"4.04";"35.36";"0";"CHEMBL2344743";"Inhibition of human placental microsome aromatase after 30 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL3349659";"";"None";"392.58";"1";"5.74";"8";"C[C@]12CC[C@H]3[C@@H]([C@H](CCc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"Km";"'='";"34.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL662261";"Apparent kinetic constant for binding to human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL1957209";"";"None";"269.33";"0";"3.28";"6b";"COc1cccc(-c2nc(-c3cccnc3)ns2)c1";"IC50";"'='";"14900.0";"nM";"4.83";"";"";"UO_0000065";"17.92";"0.35";"1.55";"10.08";"0";"CHEMBL1961307";"Inhibition of human aromatase using dibenzylfluorescein substrate preincubated for 30 mins measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955720";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1957214";"";"None";"239.30";"0";"3.27";"9f";"c1cncc(-c2csc(-c3ccncc3)n2)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1961309";"Inhibition of human aromatase using dibenzylfluorescein substrate at 20 uM after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955720";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL4568316";"";"None";"386.40";"1";"1.46";"2; NCI-317017";"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCCO)ccc(NCCCO)c21";"Inhibition";"'='";"83.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4391750";"Inhibition of recombinant human aromatase at 100 uM preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL66";"(+)-TAXIFOLIN";"None";"304.25";"0";"1.19";"Taxifolin";"O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O";"Inhibition";"'='";"56.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4391751";"Inhibition of recombinant human aromatase at 200 uM preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL27546";"";"None";"312.41";"0";"2.87";"2h";"Nc1ccc(C23CC(C2)C(=O)N(CC2CCCCC2)C3=O)cc1";"Inhibition potency";"'='";"20.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL661761";"Inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125660";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";""
"CHEMBL4078790";"";"None";"372.45";"0";"3.94";"7";"CCOC(=O)c1csc(-c2cc3ccc(N(CC)CC)cc3oc2=O)n1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"16.00";"0.31";"2.02";"8.20";"0";"CHEMBL4022278";"Inhibition of human CYP19 using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020780";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL1650711";"";"None";"252.27";"0";"3.47";"16";"COc1ccc(-c2ccc3ccc(=O)oc3c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4022278";"Inhibition of human CYP19 using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020780";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL285973";"";"None";"221.26";"0";"2.90";"(Z)-1";"O=C1/C(=C\c2ccncc2)Cc2ccccc21";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"23.77";"0.42";"2.36";"17.56";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL2011172";"";"None";"238.29";"0";"3.35";"1b";"Cc1ccc2c(c1)C(=O)C(c1ccccc1)CO2";"IC50";"'='";"44000.0";"nM";"4.36";"";"";"UO_0000065";"18.28";"0.33";"1.01";"16.56";"0";"CHEMBL2014375";"Inhibition of human recombinant aromatase expressed in baculovirus/insect cells using 7-methoxy-trifluoromethylcoumarin as substrate after 30 mins by fluorescence-based spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010679";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL494315";"";"None";"405.50";"1";"6.66";"25";"COc1ccc(Cc2cc3cc(OC)ccc3cc2-c2cncc3ccccc23)cc1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL495333";"";"None";"355.44";"1";"5.51";"23";"COc1cncc(-c2cc3ccc(OC)cc3cc2Cc2ccccc2)c1";"Inhibition";"'='";"73.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL156731";"";"None";"344.45";"0";"3.98";"4-OHAc";"CC(=O)OC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O";"Inhibition";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL657132";"Inhibition of Cytochrome P450 19A1 at the concentration of 1.5 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123161";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";""
