activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,10833787,[],CHEMBL2014392,Inhibition of human erythrocyte AChE assessed as acetylthiocholine iodide hydrolysis after 10 mins preincubation by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2010757,Bioorg. Med. Chem.,2012.0,,CHEMBL8996,ERIODICTYOL,CHEMBL8996,,False,http://www.openphacts.org/units/Nanomolar,1631736,=,1,True,=,,IC50,nM,,1663800.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1663.8
,10833788,[],CHEMBL2014392,Inhibition of human erythrocyte AChE assessed as acetylthiocholine iodide hydrolysis after 10 mins preincubation by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL2010757,Bioorg. Med. Chem.,2012.0,"{'bei': '24.78', 'le': '0.47', 'lle': '5.05', 'sei': '15.23'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,6.82,False,http://www.openphacts.org/units/Nanomolar,1631737,=,1,True,=,,IC50,nM,,150.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.15
,10845700,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '16.01', 'le': '0.30', 'lle': '-0.35', 'sei': '18.16'}",CHEMBL2011483,,CHEMBL410770,9.05,False,http://www.openphacts.org/units/Nanomolar,1631834,=,1,True,=,,IC50,nM,,0.89,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.89
,10845701,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '15.06', 'le': '0.28', 'lle': '-1.07', 'sei': '17.50'}",CHEMBL3215882,,CHEMBL401339,8.72,False,http://www.openphacts.org/units/Nanomolar,1631835,=,1,True,=,,IC50,nM,,1.89,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.89
,10845702,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '15.32', 'le': '0.29', 'lle': '-0.91', 'sei': '17.81'}",CHEMBL3216777,,CHEMBL2021632,8.88,False,http://www.openphacts.org/units/Nanomolar,1631836,=,1,True,=,,IC50,nM,,1.33,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.33
,10845703,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@@H](C1)C2.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '14.10', 'le': '0.27', 'lle': '-1.63', 'sei': '16.38'}",CHEMBL3217208,,CHEMBL2021640,8.16,False,http://www.openphacts.org/units/Nanomolar,1631837,=,1,True,=,,IC50,nM,,6.84,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,6.84
,10845704,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '15.78', 'le': '0.30', 'lle': '0.83', 'sei': '17.67'}",CHEMBL2011487,,CHEMBL252753,9.38,False,http://www.openphacts.org/units/Nanomolar,1631838,=,1,True,=,,IC50,nM,,0.42,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.42
,10845705,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '14.93', 'le': '0.28', 'lle': '-1.32', 'sei': '17.78'}",CHEMBL2011488,,CHEMBL255056,8.86,False,http://www.openphacts.org/units/Nanomolar,1631839,=,1,True,=,,IC50,nM,,1.38,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.38
,10845706,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '13.92', 'le': '0.26', 'lle': '-2.12', 'sei': '16.96'}",CHEMBL3216116,,CHEMBL2021628,8.45,False,http://www.openphacts.org/units/Nanomolar,1631840,=,1,True,=,,IC50,nM,,3.53,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,3.53
,10845707,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '13.48', 'le': '0.25', 'lle': '-2.58', 'sei': '16.81'}",CHEMBL3216554,,CHEMBL2021630,8.38,False,http://www.openphacts.org/units/Nanomolar,1631841,=,1,True,=,,IC50,nM,,4.19,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4.19
,10845708,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '15.23', 'le': '0.30', 'lle': '-0.92', 'sei': '18.32'}",CHEMBL2011491,,CHEMBL401340,9.13,False,http://www.openphacts.org/units/Nanomolar,1631842,=,1,True,=,,IC50,nM,,0.74,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.74
,10845709,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '13.68', 'le': '0.27', 'lle': '-2.04', 'sei': '16.85'}",CHEMBL3216555,,CHEMBL401273,8.40,False,http://www.openphacts.org/units/Nanomolar,1631843,=,1,True,=,,IC50,nM,,4.02,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4.02
,10845710,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '14.16', 'le': '0.28', 'lle': '-1.75', 'sei': '17.44'}",CHEMBL3216556,,CHEMBL2021668,8.69,False,http://www.openphacts.org/units/Nanomolar,1631844,=,1,True,=,,IC50,nM,,2.04,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2.04
,10845711,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@@H](C1)C2.Cl.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '12.94', 'le': '0.25', 'lle': '-2.50', 'sei': '15.93'}",CHEMBL3216557,,CHEMBL2021624,7.94,False,http://www.openphacts.org/units/Nanomolar,1631845,=,1,True,=,,IC50,nM,,11.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,11.5
,10845712,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '15.12', 'le': '0.30', 'lle': '0.31', 'sei': '17.91'}",CHEMBL2011495,,CHEMBL400544,9.51,False,http://www.openphacts.org/units/Nanomolar,1631846,=,1,True,=,,IC50,nM,,0.31,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.31
,10845713,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '14.15', 'le': '0.28', 'lle': '-1.95', 'sei': '17.82'}",CHEMBL2011496,,CHEMBL252424,8.88,False,http://www.openphacts.org/units/Nanomolar,1631847,=,1,True,=,,IC50,nM,,1.32,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.32
,10845714,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '13.22', 'le': '0.26', 'lle': '-2.73', 'sei': '17.03'}",CHEMBL3216778,,CHEMBL2021669,8.49,False,http://www.openphacts.org/units/Nanomolar,1631848,=,1,True,=,,IC50,nM,,3.26,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,3.26
,10845715,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '12.26', 'le': '0.24', 'lle': '-3.57', 'sei': '16.13'}",CHEMBL3216779,,CHEMBL2021659,8.04,False,http://www.openphacts.org/units/Nanomolar,1631849,=,1,True,=,,IC50,nM,,9.09,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,9.09
,10845716,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '32.17', 'le': '0.63', 'lle': '4.69', 'sei': '23.54'}",CHEMBL536047,,CHEMBL140476,9.16,False,http://www.openphacts.org/units/Nanomolar,1631850,=,1,True,=,,IC50,nM,,0.69,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.69
,10845717,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '32.89', 'le': '0.64', 'lle': '4.90', 'sei': '24.07'}",CHEMBL1994202,,CHEMBL2007996,9.37,False,http://www.openphacts.org/units/Nanomolar,1631851,=,1,True,=,,IC50,nM,,0.43,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.43
,10845718,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '27.62', 'le': '0.54', 'lle': '3.40', 'sei': '20.22'}",CHEMBL2011499,,CHEMBL2021616,7.87,False,http://www.openphacts.org/units/Nanomolar,1631852,=,1,True,=,,IC50,nM,,13.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,13.6
,10845719,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '32.78', 'le': '0.59', 'lle': '3.80', 'sei': '16.70'}",CHEMBL95,TACRINE,CHEMBL95,6.50,False,http://www.openphacts.org/units/Nanomolar,1631853,=,1,True,=,,IC50,nM,,317.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,317.0
,10845720,[],CHEMBL2015198,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '33.86', 'le': '0.67', 'lle': '4.53', 'sei': '20.25'}",CHEMBL292314,,CHEMBL292314,7.88,True,http://www.openphacts.org/units/Nanomolar,1631854,=,1,True,=,,IC50,nM,,13.2,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,13.2
,10845872,[],CHEMBL2015216,Inhibition of human recombinant AChE-induced Abeta1-40 aggregation by thioflavin T fluorescence method,B,BAO_0000190,BAO_0000357,single protein format,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl,,,CHEMBL2010698,J. Med. Chem.,2012.0,"{'bei': '7.10', 'le': '0.13', 'lle': '-5.97', 'sei': '8.45'}",CHEMBL2011488,,CHEMBL255056,4.21,False,http://www.openphacts.org/units/Nanomolar,1631839,=,1,True,=,,IC50,nM,,61300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,61.3
Not Determined,10850814,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]cc(CCN)c2c1,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL8165,5-METHOXYTRYPTAMINE,CHEMBL8165,,False,,1635916,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850815,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]c2ccc(O)cc12,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL39,SEROTONIN,CHEMBL39,,False,,1635917,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850816,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,Cc1nccc2c1[nH]c1ccccc12,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL12014,HARMAN,CHEMBL12014,,False,,1635918,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850817,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)[nH]c1c(C)nccc12,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL269538,HARMINE,CHEMBL269538,,False,,1635919,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850818,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,Cc1nccc2c1[nH]c1cc(O)ccc12.Cl.O,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1535235,,CHEMBL14285,,False,,1635920,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
,10850819,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '21.59', 'le': '0.39', 'lle': '2.09', 'sei': '12.37'}",CHEMBL340807,HARMALINE,CHEMBL340807,4.62,False,http://www.openphacts.org/units/Nanomolar,1635921,=,1,True,=,,IC50,nM,,23700.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,23.7
Not Determined,10850820,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CC1=NCCc2c1[nH]c1cc(O)ccc21,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL129177,HARMALOL,CHEMBL129177,,False,,1635922,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850821,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,c1ccc2c3c([nH]c2c1)CNCC3,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL269236,TRYPTOLINE,CHEMBL269236,,False,,1635923,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850822,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c3c(c2c1)CCNC3,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL266084,,CHEMBL266084,,False,,1635924,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850823,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c3c(c2c1)CCNC3C(=O)O,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL395157,,CHEMBL395157,,False,,1635925,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10850824,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ncccc2c1,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL15200,,CHEMBL15200,,False,,1635926,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
,10850825,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(ccc[n+]2C)c1.[I-],,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '24.70', 'le': '0.45', 'lle': '2.63', 'sei': '32.83'}",CHEMBL2018160,,CHEMBL2021704,4.30,False,http://www.openphacts.org/units/Nanomolar,1635927,=,1,True,=,,IC50,nM,,49730.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,49.73
,10850826,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(ccc[n+]2Cc2ccccc2)c1.[I-],,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '21.08', 'le': '0.38', 'lle': '2.10', 'sei': '40.25'}",CHEMBL2018161,,CHEMBL2021728,5.28,False,http://www.openphacts.org/units/Nanomolar,1635928,=,1,True,=,,IC50,nM,,5290.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,5.29
,10850827,[],CHEMBL2020014,Inhibition of human AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '22.70', 'le': '0.42', 'lle': '4.67', 'sei': '15.56'}",CHEMBL659,GALANTAMINE,CHEMBL659,6.52,True,http://www.openphacts.org/units/Nanomolar,1635929,=,1,True,=,,IC50,nM,,300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.3
,10850841,[],CHEMBL2020016,Inhibition of AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5cc([C@@H]6C[C@H]7C(C(=O)OC)[C@@H](Cc8c6[nH]c6ccccc86)N(C)C[C@H]7CC)ccc5c4CCN(C2)[C@@H]13,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '10.74', 'le': '0.20', 'lle': '-0.59', 'sei': '10.32'}",CHEMBL376478,,CHEMBL376478,6.64,False,http://www.openphacts.org/units/Nanomolar,1635930,=,1,True,=,,IC50,nM,,227.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,227.0
,10850842,[],CHEMBL2020016,Inhibition of AChE by Ellman's method,B,BAO_0000190,BAO_0000357,single protein format,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc([C@H]6C[C@H]7C(C(=O)OC)[C@H](Cc8c6[nH]c6ccccc86)N(C)C[C@H]7CC)ccc45)[C@](C(=O)OC)(C2)[C@H]13,,,CHEMBL2016507,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '10.56', 'le': '0.20', 'lle': '0.59', 'sei': '7.89'}",CHEMBL2018162,,CHEMBL2018162,7.15,False,http://www.openphacts.org/units/Nanomolar,1635931,=,1,True,=,,IC50,nM,,71.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,71.0
Not Determined,10858505,[],CHEMBL2020732,Inhibition of human erythrocytes AChE by Ellman's method,B,BAO_0000190,BAO_0000019,assay format,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,,CHEMBL2016543,J. Med. Chem.,2012.0,,CHEMBL45,MELATONIN,CHEMBL45,,False,,1636986,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
Not Determined,10858506,[],CHEMBL2020732,Inhibition of human erythrocytes AChE by Ellman's method,B,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,,CHEMBL2016543,J. Med. Chem.,2012.0,,CHEMBL28,APIGENIN,CHEMBL28,,False,,1636985,,1,False,,,IC50,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,,,,
,10858507,[],CHEMBL2020732,Inhibition of human erythrocytes AChE by Ellman's method,B,BAO_0000190,BAO_0000019,assay format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL2016543,J. Med. Chem.,2012.0,"{'bei': '32.56', 'le': '0.59', 'lle': '3.76', 'sei': '16.59'}",CHEMBL95,TACRINE,CHEMBL95,6.46,True,http://www.openphacts.org/units/Nanomolar,1636984,=,1,True,=,,IC50,nM,,350.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,350.0
