Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Seddon,61 Station Rd,3,h,990000.0,S,Jas,12/11/2016,6.6,3011.0,3.0,1.0,0.0,371.0,134.0,1910.0,Maribyrnong,-37.8066,144.8853,Western Metropolitan,2417.0
Seddon,1/26 emma St,2,t,720000.0,SP,Greg,14/05/2016,6.6,3011.0,2.0,1.0,1.0,126.0,127.0,2011.0,Maribyrnong,-37.8045,144.8898,Western Metropolitan,2417.0
Seddon,5 Henry St,2,h,780000.0,S,Jas,15/10/2016,6.6,3011.0,2.0,1.0,1.0,176.0,,,Maribyrnong,-37.8052,144.8883,Western Metropolitan,2417.0
Seddon,64 Pilgrim St,3,h,880000.0,SP,Jas,15/10/2016,6.6,3011.0,3.0,1.0,0.0,216.0,125.0,1890.0,Maribyrnong,-37.8052,144.8941,Western Metropolitan,2417.0
Seddon,38 Alfred St,3,h,920000.0,PI,Jas,16/04/2016,6.6,3011.0,3.0,2.0,2.0,0.0,132.0,2000.0,Maribyrnong,-37.8057,144.8857,Western Metropolitan,2417.0
Seddon,11 Hotham St,3,h,1395000.0,SP,Jas,16/04/2016,6.6,3011.0,3.0,1.0,2.0,467.0,155.0,1946.0,Maribyrnong,-37.8093,144.8941,Western Metropolitan,2417.0
Seddon,16 Margaret St,3,h,965000.0,S,Jas,16/04/2016,6.6,3011.0,3.0,1.0,0.0,217.0,104.0,1910.0,Maribyrnong,-37.8037,144.8874,Western Metropolitan,2417.0
Seddon,258 Nicholson St,3,h,920000.0,VB,Jas,16/07/2016,6.6,3011.0,3.0,2.0,1.0,309.0,149.0,1910.0,Maribyrnong,-37.807,144.898,Western Metropolitan,2417.0
Seddon,24 Perry St,3,h,1001000.0,S,Jas,16/07/2016,6.6,3011.0,2.0,1.0,1.0,256.0,,,Maribyrnong,-37.8086,144.8927,Western Metropolitan,2417.0
Seddon,2 Skipper La,2,t,755000.0,SP,Village,16/07/2016,6.6,3011.0,2.0,2.0,1.0,97.0,,,Maribyrnong,-37.8044,144.8941,Western Metropolitan,2417.0
Seddon,70 Station Rd,3,h,875000.0,S,Jas,16/07/2016,6.6,3011.0,3.0,2.0,2.0,193.0,154.0,2000.0,Maribyrnong,-37.8065,144.8866,Western Metropolitan,2417.0
Seddon,5 Williamstown Rd,2,h,822500.0,SP,Biggin,17/09/2016,6.6,3011.0,2.0,2.0,1.0,228.0,111.0,1930.0,Maribyrnong,-37.8034,144.8855,Western Metropolitan,2417.0
Seddon,52 Alexander St,2,h,990000.0,S,Burnham,18/03/2017,6.6,3011.0,2.0,1.0,2.0,306.0,,,Maribyrnong,-37.8037,144.8893,Western Metropolitan,2417.0
Seddon,22 Alfred St,3,h,1080000.0,VB,Village,18/03/2017,6.6,3011.0,3.0,1.0,0.0,234.0,111.0,1900.0,Maribyrnong,-37.8051,144.8858,Western Metropolitan,2417.0
Seddon,34 Princess St,3,h,1126000.0,S,Jas,18/03/2017,6.6,3011.0,3.0,1.0,0.0,357.0,,,Maribyrnong,-37.8103,144.8962,Western Metropolitan,2417.0
Seddon,2 Seddon St,2,h,1025000.0,SP,Sweeney,18/03/2017,6.6,3011.0,2.0,1.0,0.0,248.0,,,Maribyrnong,-37.8083,144.8896,Western Metropolitan,2417.0
Seddon,93 Williamstown Rd,5,h,1275000.0,SP,Jas,18/03/2017,6.6,3011.0,5.0,3.0,1.0,386.0,218.0,1890.0,Maribyrnong,-37.8078,144.8846,Western Metropolitan,2417.0
Seddon,20 Greig St,3,h,881000.0,S,Jas,18/06/2016,6.6,3011.0,2.0,1.0,2.0,217.0,,,Maribyrnong,-37.8075,144.8909,Western Metropolitan,2417.0
Seddon,27 thomson St,2,h,955000.0,SP,Jas,19/11/2016,6.6,3011.0,2.0,1.0,0.0,148.0,72.0,1912.0,Maribyrnong,-37.8084,144.8907,Western Metropolitan,2417.0
Seddon,4 webster St,4,h,1455000.0,SP,Jas,19/11/2016,6.6,3011.0,4.0,2.0,3.0,571.0,198.0,1920.0,Maribyrnong,-37.809,144.8865,Western Metropolitan,2417.0
Seddon,8/294 Nicholson St,1,u,215000.0,VB,Greg,22/05/2016,6.6,3011.0,1.0,1.0,1.0,0.0,,,Maribyrnong,-37.8087,144.8978,Western Metropolitan,2417.0
Seddon,204/2 Alexander St,2,u,533000.0,S,Jas,22/08/2016,6.6,3011.0,2.0,1.0,1.0,0.0,62.0,2012.0,Maribyrnong,-37.8042,144.892,Western Metropolitan,2417.0
Seddon,23 Henry St,3,h,1200000.0,S,Burnham,22/08/2016,6.6,3011.0,2.0,1.0,1.0,374.0,,,Maribyrnong,-37.8057,144.8882,Western Metropolitan,2417.0
Seddon,32 Walter St,4,h,970000.0,VB,Jas,23/04/2016,6.6,3011.0,2.0,2.0,1.0,149.0,127.0,1920.0,Maribyrnong,-37.8047,144.8948,Western Metropolitan,2417.0
Seddon,10/117 Albert St,2,u,355000.0,S,Sweeney,24/09/2016,6.6,3011.0,2.0,1.0,1.0,0.0,71.0,1975.0,Maribyrnong,-37.8066,144.8971,Western Metropolitan,2417.0
Seddon,54 Charles St,3,h,1032000.0,SP,Village,25/02/2017,6.6,3011.0,3.0,1.0,0.0,224.0,136.0,1900.0,Maribyrnong,-37.8067,144.8934,Western Metropolitan,2417.0
Seddon,8 Perry St,2,h,887000.0,S,Jas,26/07/2016,6.6,3011.0,2.0,1.0,1.0,170.0,,,Maribyrnong,-37.8082,144.8928,Western Metropolitan,2417.0
Seddon,3 South St,3,h,965000.0,S,Williams,27/06/2016,6.6,3011.0,3.0,1.0,1.0,283.0,,1940.0,Maribyrnong,-37.8064,144.8944,Western Metropolitan,2417.0
Seddon,6 Staff St,4,h,920000.0,PI,Biggin,28/05/2016,6.6,3011.0,2.0,1.0,0.0,274.0,,,Maribyrnong,-37.8039,144.8929,Western Metropolitan,2417.0
Seddon,18 William St,4,h,1270000.0,S,Jas,28/05/2016,6.6,3011.0,3.0,1.0,1.0,352.0,150.0,1890.0,Maribyrnong,-37.8059,144.8899,Western Metropolitan,2417.0
Seddon,28 Lily St,3,h,1310000.0,S,Nelson,28/08/2016,6.6,3011.0,3.0,2.0,1.0,229.0,,,Maribyrnong,-37.8032,144.8892,Western Metropolitan,2417.0
Seddon,80 Gamon St,2,h,815000.0,S,Chisholm,30/07/2016,6.6,3011.0,2.0,1.0,0.0,172.0,81.0,1900.0,Maribyrnong,-37.81,144.8896,Western Metropolitan,2417.0
Seddon,278 Nicholson St,2,h,701000.0,PI,Village,30/07/2016,6.6,3011.0,2.0,1.0,0.0,164.0,,1910.0,Maribyrnong,-37.8078,144.8979,Western Metropolitan,2417.0
South Melbourne,806/50 Albert Rd,2,u,593000.0,S,Dingle,3/09/2016,2.1,3205.0,2.0,2.0,1.0,0.0,83.0,2012.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0
South Melbourne,157 Napier St,3,h,1600000.0,SP,Marshall,3/09/2016,2.1,3205.0,3.0,2.0,1.0,88.0,93.0,1890.0,Port Phillip,-37.8363,144.9628,Southern Metropolitan,5943.0
South Melbourne,18 Cobden St,2,h,920500.0,S,Greg,3/12/2016,2.1,3205.0,2.0,1.0,0.0,114.0,,,Port Phillip,-37.8344,144.9686,Southern Metropolitan,5943.0
South Melbourne,396 Dorcas St,4,h,1620000.0,S,Greg,3/12/2016,2.1,3205.0,4.0,2.0,0.0,163.0,153.0,1890.0,Port Phillip,-37.8355,144.951,Southern Metropolitan,5943.0
South Melbourne,218 Ferrars St,1,h,1002000.0,S,Marshall,3/12/2016,2.1,3205.0,1.0,1.0,0.0,84.0,,1912.0,Port Phillip,-37.8332,144.9548,Southern Metropolitan,5943.0
South Melbourne,294 Moray St,2,h,1355000.0,S,Marshall,3/12/2016,2.1,3205.0,2.0,1.0,0.0,101.0,,,Port Phillip,-37.8359,144.9644,Southern Metropolitan,5943.0
South Melbourne,25 Mountain St,3,h,1270000.0,S,hockingstuart,4/03/2017,2.1,3205.0,3.0,1.0,0.0,149.0,104.0,1900.0,Port Phillip,-37.8374,144.9495,Southern Metropolitan,5943.0
South Melbourne,38 Tribe St,3,h,2633000.0,S,Marshall,4/03/2017,2.1,3205.0,3.0,1.0,0.0,276.0,119.0,1900.0,Port Phillip,-37.838,144.9489,Southern Metropolitan,5943.0
South Melbourne,144 Cobden St,3,h,1405000.0,PI,Greg,4/06/2016,2.1,3205.0,3.0,1.0,1.0,181.0,117.0,1880.0,Port Phillip,-37.8365,144.9631,Southern Metropolitan,5943.0
South Melbourne,16/63 Dorcas St,2,u,575000.0,SP,Greg,4/06/2016,2.1,3205.0,2.0,2.0,1.0,0.0,,2001.0,Port Phillip,-37.8311,144.9679,Southern Metropolitan,5943.0
South Melbourne,3 Park Pl,1,u,760500.0,S,Marshall,4/06/2016,2.1,3205.0,2.0,0.0,0.0,438.0,,,Port Phillip,-37.8353,144.96,Southern Metropolitan,5943.0
South Melbourne,352 Moray St,4,h,2260000.0,PI,Marshall,7/05/2016,2.1,3205.0,5.0,3.0,0.0,190.0,232.0,1856.0,Port Phillip,-37.8377,144.9653,Southern Metropolitan,5943.0
South Melbourne,33 Mountain St,2,h,1150000.0,S,Greg,7/05/2016,2.1,3205.0,2.0,1.0,0.0,113.0,,,Port Phillip,-37.8373,144.9493,Southern Metropolitan,5943.0
South Melbourne,72 Smith St,3,h,1595000.0,SP,Marshall,7/05/2016,2.1,3205.0,3.0,2.0,0.0,171.0,126.0,1890.0,Port Phillip,-37.8391,144.9501,Southern Metropolitan,5943.0
South Melbourne,13/182 Albert Rd,2,u,595000.0,S,hockingstuart,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,76.0,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0
South Melbourne,1901/50 Albert Rd,2,u,490000.0,S,Dingle,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,56.0,2013.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0
South Melbourne,247 York St,3,h,1250000.0,S,Greg,8/10/2016,2.1,3205.0,3.0,2.0,0.0,224.0,113.0,1890.0,Port Phillip,-37.8329,144.9529,Southern Metropolitan,5943.0
South Melbourne,126/69 Dorcas St,3,u,862000.0,S,Greg,10/09/2016,2.1,3205.0,3.0,2.0,2.0,0.0,,2001.0,Port Phillip,-37.8311,144.9679,Southern Metropolitan,5943.0
South Melbourne,315 Moray St,4,h,2180000.0,S,Marshall,10/12/2016,2.1,3205.0,4.0,3.0,1.0,200.0,153.0,1860.0,Port Phillip,-37.836,144.965,Southern Metropolitan,5943.0
South Melbourne,22A Cobden St,2,h,930000.0,SP,Cayzer,11/02/2017,2.1,3205.0,2.0,1.0,0.0,115.0,76.0,1900.0,Port Phillip,-37.8345,144.9685,Southern Metropolitan,5943.0
South Melbourne,119 Park St,2,u,600000.0,S,Greg,12/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.834,144.9665,Southern Metropolitan,5943.0
South Melbourne,25 Cobden St,3,h,1200000.0,VB,Greg,13/08/2016,2.1,3205.0,3.0,2.0,0.0,113.0,120.0,1910.0,Port Phillip,-37.8346,144.9688,Southern Metropolitan,5943.0
South Melbourne,54b Napier St,2,u,612000.0,S,Greg,14/05/2016,2.1,3205.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.8346,144.9673,Southern Metropolitan,5943.0
South Melbourne,6b Napier St,1,u,380000.0,VB,Cayzer,15/10/2016,2.1,3205.0,1.0,1.0,1.0,0.0,,1960.0,Port Phillip,-37.8342,144.9679,Southern Metropolitan,5943.0
South Melbourne,16 Tribe St,3,h,2000000.0,S,Cayzer,15/10/2016,2.1,3205.0,3.0,2.0,1.0,161.0,141.0,1890.0,Port Phillip,-37.8383,144.9499,Southern Metropolitan,5943.0
South Melbourne,14/182 Albert Rd,2,u,1500000.0,VB,Greg,16/04/2016,2.1,3205.0,2.0,2.0,2.0,0.0,,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0
South Melbourne,50 Bridport St,2,h,2000000.0,PI,Greg,16/04/2016,2.1,3205.0,2.0,2.0,1.0,141.0,150.0,1900.0,Port Phillip,-37.8389,144.9612,Southern Metropolitan,5943.0
South Melbourne,203/196 Albert Rd,2,u,1050000.0,VB,Marshall,17/09/2016,2.1,3205.0,2.0,2.0,2.0,0.0,122.0,2001.0,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943.0
South Melbourne,481 City Rd,2,h,1100000.0,VB,Greg,17/09/2016,2.1,3205.0,2.0,1.0,2.0,185.0,,,Port Phillip,-37.8337,144.9507,Southern Metropolitan,5943.0
South Melbourne,24 Lyell St,3,h,1250000.0,VB,Greg,17/09/2016,2.1,3205.0,3.0,2.0,1.0,108.0,125.0,1890.0,Port Phillip,-37.8363,144.9509,Southern Metropolitan,5943.0
South Melbourne,248 Montague St,3,h,1650000.0,VB,Marshall,17/09/2016,2.1,3205.0,3.0,2.0,0.0,204.0,195.0,1890.0,Port Phillip,-37.8357,144.9531,Southern Metropolitan,5943.0
South Melbourne,58C Napier St,3,h,770000.0,S,hockingstuart,18/03/2017,2.1,3205.0,3.0,2.0,1.0,2325.0,,,Port Phillip,-37.8346,144.9673,Southern Metropolitan,5943.0
South Melbourne,1009/148 Wells St,2,u,561000.0,S,MICM,18/03/2017,2.1,3205.0,2.0,1.0,1.0,0.0,78.0,2001.0,Port Phillip,-37.8308,144.9694,Southern Metropolitan,5943.0
South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,18/06/2016,2.1,3205.0,3.0,2.0,2.0,151.0,153.0,1900.0,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943.0
South Melbourne,48 Glover St,2,h,1200000.0,VB,Greg,18/06/2016,2.1,3205.0,2.0,2.0,1.0,131.0,79.0,1890.0,Port Phillip,-37.839,144.94799999999995,Southern Metropolitan,5943.0
South Melbourne,301/142 Park St,3,u,1550000.0,PI,Marshall,18/06/2016,2.1,3205.0,3.0,4.0,2.0,0.0,230.0,,Port Phillip,-37.8337,144.966,Southern Metropolitan,5943.0
South Melbourne,93A Eastern Rd,3,h,891000.0,S,Greg,19/11/2016,2.1,3205.0,3.0,2.0,1.0,0.0,,,Port Phillip,-37.8341,144.9661,Southern Metropolitan,5943.0
South Melbourne,8 Fitzpatrick St,3,t,1450000.0,S,Cayzer,19/11/2016,2.1,3205.0,3.0,2.0,1.0,146.0,,,Port Phillip,-37.8331,144.9665,Southern Metropolitan,5943.0
South Melbourne,1/295 Clarendon St,2,u,1360000.0,S,Cayzer,22/05/2016,2.1,3205.0,2.0,1.0,2.0,0.0,,,Port Phillip,-37.8335,144.9611,Southern Metropolitan,5943.0
South Melbourne,46 Cobden St,3,h,1390000.0,PI,Greg,22/05/2016,2.1,3205.0,3.0,2.0,1.0,138.0,138.0,1998.0,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943.0
South Melbourne,18a Iffla St,4,h,1615000.0,S,Marshall,22/05/2016,2.1,3205.0,4.0,3.0,2.0,577.0,220.0,2009.0,Port Phillip,-37.8357,144.9502,Southern Metropolitan,5943.0
South Melbourne,5/182 Albert Rd,1,u,480000.0,S,hockingstuart,23/04/2016,2.1,3205.0,1.0,1.0,1.0,0.0,,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0
South Melbourne,10 Coote St,3,t,1185000.0,S,Parkinson,23/04/2016,2.1,3205.0,3.0,2.0,1.0,111.0,3.0,,Port Phillip,-37.8341,144.9541,Southern Metropolitan,5943.0
South Melbourne,372 Dorcas St,3,h,2300000.0,S,RT,24/09/2016,2.1,3205.0,3.0,2.0,2.0,0.0,260.0,1877.0,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943.0
South Melbourne,16 Glover St,3,h,1720000.0,S,Cayzer,25/02/2017,2.1,3205.0,3.0,1.0,0.0,130.0,,,Port Phillip,-37.8398,144.9493,Southern Metropolitan,5943.0
South Melbourne,1107/50 Albert Rd,1,u,320000.0,VB,Dingle,27/11/2016,2.1,3205.0,1.0,1.0,0.0,0.0,,,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0
South Melbourne,5/38 Bank St,3,u,742000.0,SP,Greg,27/11/2016,2.1,3205.0,3.0,2.0,2.0,0.0,90.0,2003.0,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943.0
South Melbourne,164 Cecil St,3,h,2075000.0,S,Marshall,27/11/2016,2.1,3205.0,3.0,2.0,0.0,141.0,163.0,1890.0,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943.0
South Melbourne,52 Eastern Rd,3,h,2525000.0,S,Marshall,27/11/2016,2.1,3205.0,3.0,2.0,1.0,234.0,,1863.0,Port Phillip,-37.8355,144.9663,Southern Metropolitan,5943.0
South Melbourne,116/88 Park St,2,u,560000.0,SP,Buxton,30/07/2016,2.1,3205.0,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8331,144.9683,Southern Metropolitan,5943.0
South Melbourne,72/1 Sandilands St,2,u,690000.0,VB,Cayzer,30/07/2016,2.1,3205.0,2.0,2.0,2.0,0.0,,,Port Phillip,-37.8361,144.9682,Southern Metropolitan,5943.0
South Yarra,11/276 Domain Rd,1,u,430000.0,S,hockingstuart,3/09/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887.0
South Yarra,5/38 MacFarlan St,2,u,722000.0,SP,Jellis,3/09/2016,3.3,3141.0,2.0,1.0,1.0,0.0,86.0,2003.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0
South Yarra,301/89 River St,2,u,930000.0,S,hockingstuart,3/09/2016,3.3,3141.0,2.0,2.0,2.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,18/34 Rockley Rd,1,u,467500.0,SP,McGrath,3/09/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887.0
South Yarra,9/10 Tivoli Rd,2,u,475000.0,PI,Buxton,3/09/2016,3.3,3141.0,2.0,1.0,0.0,0.0,,,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887.0
South Yarra,202/8 Bond St,2,u,850000.0,PI,Kay,3/12/2016,3.3,3141.0,2.0,2.0,2.0,0.0,86.0,2014.0,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887.0
South Yarra,43/100 Commercial Rd,3,u,1230000.0,S,Kay,3/12/2016,3.3,3141.0,3.0,2.0,2.0,0.0,138.0,1998.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0
South Yarra,4/38 MacFarlan St,2,u,965000.0,S,hockingstuart,3/12/2016,3.3,3141.0,2.0,2.0,2.0,2143.0,,,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0
South Yarra,413/35 Malcolm St,1,u,315000.0,PI,hockingstuart,3/12/2016,3.3,3141.0,1.0,1.0,0.0,14500.0,,2011.0,Stonnington,-37.8372,144.9963,Southern Metropolitan,14887.0
South Yarra,16 Oxford St,3,h,1510000.0,S,Kay,3/12/2016,3.3,3141.0,3.0,5.0,0.0,241.0,,,Stonnington,-37.8407,144.9962,Southern Metropolitan,14887.0
South Yarra,1906/229 Toorak Rd,1,u,402000.0,S,LITTLE,3/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,2013.0,Stonnington,-37.8392,144.9947,Southern Metropolitan,14887.0
South Yarra,6/371 Toorak Rd,3,u,1880000.0,S,Abercromby's,3/12/2016,3.3,3141.0,3.0,2.0,2.0,0.0,,1968.0,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887.0
South Yarra,2/53 Caroline St,1,u,422000.0,S,hockingstuart,4/03/2017,3.3,3141.0,1.0,1.0,0.0,0.0,,,Stonnington,-37.837,144.9881,Southern Metropolitan,14887.0
South Yarra,8/18 Darling St,2,u,535000.0,S,hockingstuart,4/03/2017,3.3,3141.0,2.0,1.0,1.0,0.0,64.0,1970.0,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887.0
South Yarra,15/9 Darling St,2,u,990000.0,SA,Williams,4/03/2017,3.3,3141.0,2.0,2.0,2.0,0.0,38.0,2015.0,Stonnington,-37.8379,144.9913,Southern Metropolitan,14887.0
South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,4/03/2017,3.3,3141.0,2.0,1.0,0.0,0.0,79.0,1930.0,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887.0
South Yarra,503/99 River St,2,u,978500.0,S,hockingstuart,4/03/2017,3.3,3141.0,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,5/6 Tivoli Pl,2,u,863000.0,S,hockingstuart,4/03/2017,3.3,3141.0,2.0,2.0,1.0,742.0,,1950.0,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887.0
South Yarra,6/176 Walsh St,2,u,680000.0,S,Jellis,4/03/2017,3.3,3141.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887.0
South Yarra,1/47 Wilson St,2,u,840000.0,PI,Jellis,4/03/2017,3.3,3141.0,2.0,2.0,1.0,0.0,,2004.0,Stonnington,-37.8439,144.9974,Southern Metropolitan,14887.0
South Yarra,1106/1 Clara St,1,u,450000.0,SP,RT,4/06/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887.0
South Yarra,29/100 Commercial Rd,3,u,750000.0,S,Marshall,4/06/2016,3.3,3141.0,3.0,2.0,2.0,0.0,,,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0
South Yarra,13/55 Darling St,2,u,650000.0,PI,RT,4/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,1986.0,Stonnington,-37.8344,144.9916,Southern Metropolitan,14887.0
South Yarra,10/34 MacFarlan St,2,u,775000.0,SP,hockingstuart,4/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,103.0,2000.0,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887.0
South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,4/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,73.0,1960.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0
South Yarra,507/99 River St,1,u,510000.0,S,Beller,4/06/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,4/06/2016,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0
South Yarra,2/13 Motherwell St,1,u,465000.0,S,Biggin,6/08/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887.0
South Yarra,402/89 River St,2,u,801000.0,S,Biggin,6/08/2016,3.3,3141.0,2.0,2.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,8/24 Fitzgerald St,2,u,623500.0,SP,hockingstuart,7/05/2016,3.3,3141.0,2.0,1.0,1.0,0.0,75.0,1970.0,Stonnington,-37.8426,144.993,Southern Metropolitan,14887.0
South Yarra,8/99 Osborne St,1,u,409000.0,S,Castran,7/05/2016,3.3,3141.0,1.0,1.0,1.0,0.0,45.0,1970.0,Stonnington,-37.8414,144.991,Southern Metropolitan,14887.0
South Yarra,12 Stables La,1,u,370000.0,SP,Marshall,7/05/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8423,144.997,Southern Metropolitan,14887.0
South Yarra,1/14 Arthur St,3,t,1250000.0,S,Kay,7/11/2016,3.3,3141.0,3.0,2.0,1.0,80.0,118.0,2003.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0
South Yarra,308/700 Chapel St,1,u,480000.0,S,hockingstuart,7/11/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,29 MacFarlan St,2,h,2325000.0,S,RT,7/11/2016,3.3,3141.0,2.0,2.0,2.0,355.0,,,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887.0
South Yarra,4/957 Punt Rd,2,u,659000.0,SP,Jellis,7/11/2016,3.3,3141.0,2.0,1.0,1.0,0.0,77.0,1940.0,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887.0
South Yarra,19/110 Caroline St,2,u,780000.0,PI,Williams,8/10/2016,3.3,3141.0,2.0,1.0,1.0,0.0,75.0,1960.0,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887.0
South Yarra,403/700 Chapel St,2,u,865000.0,S,Williams,8/10/2016,3.3,3141.0,2.0,2.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,26 Fawkner St,2,h,1455000.0,S,Jellis,8/10/2016,3.3,3141.0,2.0,1.0,0.0,225.0,94.0,1890.0,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887.0
South Yarra,6/24 Kensington Rd,2,t,1365000.0,S,Kay,8/10/2016,3.3,3141.0,3.0,2.0,1.0,1302.0,,,Stonnington,-37.8377,145.0021,Southern Metropolitan,14887.0
South Yarra,9/372 Toorak Rd,1,u,411000.0,S,hockingstuart,8/10/2016,3.3,3141.0,1.0,1.0,1.0,1369.0,,,Stonnington,-37.8405,145.0025,Southern Metropolitan,14887.0
South Yarra,2/403 Toorak Rd,1,u,360500.0,S,hockingstuart,8/10/2016,3.3,3141.0,1.0,1.0,1.0,0.0,44.0,1960.0,Stonnington,-37.8404,145.0045,Southern Metropolitan,14887.0
South Yarra,2/1 Walsh St,2,u,1300000.0,PI,Williams,8/10/2016,3.3,3141.0,2.0,2.0,2.0,0.0,107.0,1986.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0
South Yarra,6/1 Walsh St,2,u,1300000.0,PI,Williams,8/10/2016,3.3,3141.0,2.0,2.0,1.0,0.0,107.0,1980.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0
South Yarra,1/35 Marne St,3,u,1630000.0,PI,Jellis,10/09/2016,3.3,3141.0,3.0,1.0,1.0,0.0,,,Melbourne,-37.8359,144.9839,Southern Metropolitan,14887.0
South Yarra,9/46 Darling St,2,u,625000.0,S,Williams,10/12/2016,3.3,3141.0,2.0,1.0,1.0,1283.0,,,Stonnington,-37.8359,144.9921,Southern Metropolitan,14887.0
South Yarra,20 Fawkner St,2,h,2430000.0,S,Biggin,10/12/2016,3.3,3141.0,2.0,1.0,2.0,367.0,,1985.0,Stonnington,-37.842,144.9873,Southern Metropolitan,14887.0
South Yarra,6/2 May Gr,1,u,490000.0,S,RT,10/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8425,145.0009,Southern Metropolitan,14887.0
South Yarra,8/44 Murphy St,1,u,955000.0,PI,Williams,10/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,85.0,,Stonnington,-37.8357,144.991,Southern Metropolitan,14887.0
South Yarra,6/97 Osborne St,1,u,380000.0,S,hockingstuart,10/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,41.0,1980.0,Stonnington,-37.8415,144.991,Southern Metropolitan,14887.0
South Yarra,22/382 Toorak Rd,2,u,601000.0,S,Biggin,10/12/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8406,145.0033,Southern Metropolitan,14887.0
